"No.","Time","Source","Destination","Protocol","Length","Info"
"2067","97.817206","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=514, FN=0, Flags=...PR..T"
"2068","97.817206","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=514, FN=0, Flags=...PR..T"
"2069","97.817205","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=514, FN=0, Flags=...PR..T"
"2070","97.820278","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=514, FN=0, Flags=...PR..T"
"2071","97.820277","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=514, FN=0, Flags=...PR..T"
"2072","97.820278","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=515, FN=0, Flags=...P...T"
"2073","97.820278","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=515, FN=0, Flags=...PR..T"
"2074","97.820279","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=515, FN=0, Flags=...PR..T"
"2075","97.823350","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=515, FN=0, Flags=...PR..T"
"2076","97.823350","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=515, FN=0, Flags=...PR..T"
"2077","97.823350","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=515, FN=0, Flags=...PR..T"
"2078","97.823350","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=515, FN=0, Flags=...PR..T"
"2079","97.823350","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=515, FN=0, Flags=...PR..T"
"2080","97.826935","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=515, FN=0, Flags=...PR..T"
"2081","97.826934","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=516, FN=0, Flags=...P...T"
"2082","97.826934","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=516, FN=0, Flags=...PR..T"
"2083","97.826934","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=516, FN=0, Flags=...PR..T"
"2084","97.826935","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=516, FN=0, Flags=...PR..T"
"2085","97.826934","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=516, FN=0, Flags=...PR..T"
"2086","97.830006","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=516, FN=0, Flags=...PR..T"
"2087","97.829999","","CloudNet_8a:10:fd (30:c9:ab:8a:10:fd) (RA)","802.11","10","Acknowledgement, Flags=........"
"2088","97.830007","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=879, FN=0, Flags=...P...T"
"2089","97.830000","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2090","97.833585","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"2091","97.833550","HonHaiPr_99:c3:b3 (fc:01:7c:99:c3:b3) (TA)","ee:7f:81:bb:1d:0f (ee:7f:81:bb:1d:0f) (RA)","802.11","16","Request-to-send, Flags=........"
"2092","97.833551","","HonHaiPr_99:c3:b3 (fc:01:7c:99:c3:b3) (RA)","802.11","10","Clear-to-send, Flags=........"
"2093","97.842289","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"2094","97.884793","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=883, FN=0, Flags=.......T"
"2095","97.888368","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2096","97.888366","fa:d8:66:5d:ab:75","XiaomiCo_ca:54:b1","802.11","122","QoS Data, SN=7, FN=0, Flags=.p....F."
"2097","97.888376","","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (RA)","802.11","10","Acknowledgement, Flags=........"
"2098","97.888376","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=884, FN=0, Flags=...P...T"
"2099","97.888368","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2100","97.888373","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","1126","QoS Data, SN=172, FN=0, Flags=.p.P...T"
"2101","97.888416","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","1126","QoS Data, SN=173, FN=0, Flags=.p.P...T"
"2102","97.888367","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2103","97.888373","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","1126","QoS Data, SN=174, FN=0, Flags=.p.P...T"
"2104","97.888367","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2105","97.888373","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","1126","QoS Data, SN=173, FN=0, Flags=.p.PR..T"
"2106","97.888416","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","219","QoS Data, SN=175, FN=0, Flags=.p.P...T"
"2107","97.888367","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2108","97.898103","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=517, FN=0, Flags=.......T"
"2109","97.898096","","CloudNet_8a:10:fd (30:c9:ab:8a:10:fd) (RA)","802.11","10","Acknowledgement, Flags=........"
"2110","97.898098","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","CloudNet_8a:10:fd (30:c9:ab:8a:10:fd) (RA)","802.11","16","Request-to-send, Flags=........"
"2111","97.898104","","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (RA)","802.11","10","Clear-to-send, Flags=........"
"2112","97.898094","fa:d8:66:5d:ab:75","CloudNet_8a:10:fd","802.11","90","QoS Data, SN=625, FN=0, Flags=.p....F."
"2113","97.898144","fa:d8:66:5d:ab:75","CloudNet_8a:10:fd","802.11","629","QoS Data, SN=626, FN=0, Flags=.p....F."
"2114","97.898144","fa:d8:66:5d:ab:75","CloudNet_8a:10:fd","802.11","90","QoS Data, SN=627, FN=0, Flags=.p....F."
"2115","97.898144","fa:d8:66:5d:ab:75","CloudNet_8a:10:fd","802.11","259","QoS Data, SN=628, FN=0, Flags=.p....F."
"2116","97.898144","fa:d8:66:5d:ab:75","CloudNet_8a:10:fd","802.11","115","QoS Data, SN=629, FN=0, Flags=.p....F."
"2117","97.898103","CloudNet_8a:10:fd (30:c9:ab:8a:10:fd) (TA)","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2118","97.898103","CloudNet_8a:10:fd (30:c9:ab:8a:10:fd) (TA)","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (RA)","802.11","16","Request-to-send, Flags=........"
"2119","97.898097","","CloudNet_8a:10:fd (30:c9:ab:8a:10:fd) (RA)","802.11","10","Clear-to-send, Flags=........"
"2120","97.898107","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","90","QoS Data, SN=682, FN=0, Flags=.p.....T"
"2121","97.898144","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","90","QoS Data, SN=683, FN=0, Flags=.p.....T"
"2122","97.898097","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","CloudNet_8a:10:fd (30:c9:ab:8a:10:fd) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2123","97.901687","CloudNet_8a:10:fd (30:c9:ab:8a:10:fd) (TA)","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (RA)","802.11","16","Request-to-send, Flags=........"
"2124","97.901681","","CloudNet_8a:10:fd (30:c9:ab:8a:10:fd) (RA)","802.11","10","Clear-to-send, Flags=........"
"2125","97.901693","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","119","QoS Data, SN=684, FN=0, Flags=.p.....T"
"2126","97.901681","","CloudNet_8a:10:fd (30:c9:ab:8a:10:fd) (RA)","802.11","10","Acknowledgement, Flags=........"
"2127","97.912387","","HonHaiPr_99:c3:b3 (fc:01:7c:99:c3:b3) (RA)","802.11","10","Acknowledgement, Flags=........"
"2128","97.915510","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=518, FN=0, Flags=...P...T"
"2129","97.918576","","CloudNet_8a:10:fd (30:c9:ab:8a:10:fd) (RA)","802.11","10","Acknowledgement, Flags=........"
"2130","97.921656","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=885, FN=0, Flags=.......T"
"2131","97.921648","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2132","97.922160","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","16","Request-to-send, Flags=........"
"2133","97.922165","","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (RA)","802.11","10","Clear-to-send, Flags=........"
"2134","97.922158","fa:d8:66:5d:ab:75","XiaomiCo_ca:54:b1","802.11","1330","QoS Data, SN=105, FN=0, Flags=.p..R.F."
"2135","97.922208","fa:d8:66:5d:ab:75","XiaomiCo_ca:54:b1","802.11","1330","QoS Data, SN=106, FN=0, Flags=.p..R.F."
"2136","97.922208","fa:d8:66:5d:ab:75","XiaomiCo_ca:54:b1","802.11","1330","QoS Data, SN=107, FN=0, Flags=.p..R.F."
"2137","97.922208","fa:d8:66:5d:ab:75","XiaomiCo_ca:54:b1","802.11","1062","QoS Data, SN=108, FN=0, Flags=.p..R.F."
"2138","97.922208","fa:d8:66:5d:ab:75","XiaomiCo_ca:54:b1","802.11","148","QoS Data, SN=109, FN=0, Flags=.p..R.F."
"2139","97.922208","fa:d8:66:5d:ab:75","XiaomiCo_ca:54:b1","802.11","110","QoS Data, SN=110, FN=0, Flags=.p..R.F."
"2140","97.922208","fa:d8:66:5d:ab:75","XiaomiCo_ca:54:b1","802.11","179","QoS Data, SN=111, FN=0, Flags=.p..R.F."
"2141","97.922208","fa:d8:66:5d:ab:75","XiaomiCo_ca:54:b1","802.11","179","QoS Data, SN=112, FN=0, Flags=.p..R.F."
"2142","97.922208","fa:d8:66:5d:ab:75","XiaomiCo_ca:54:b1","802.11","1062","QoS Data, SN=113, FN=0, Flags=.p..R.F."
"2143","97.922208","fa:d8:66:5d:ab:75","XiaomiCo_ca:54:b1","802.11","179","QoS Data, SN=114, FN=0, Flags=.p....F."
"2144","97.922166","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (TA)","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2145","97.925232","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","16","Request-to-send, Flags=........"
"2146","97.925236","","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (RA)","802.11","10","Clear-to-send, Flags=........"
"2147","97.925230","fa:d8:66:5d:ab:75","XiaomiCo_ca:54:b1","802.11","168","QoS Data, SN=115, FN=0, Flags=.p....F."
"2148","97.925239","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (TA)","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2149","97.925237","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","122","QoS Data, SN=176, FN=0, Flags=.p.....T"
"2150","97.925231","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2151","97.925237","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","122","QoS Data, SN=177, FN=0, Flags=.p.....T"
"2152","97.925231","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2153","97.925237","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","122","QoS Data, SN=178, FN=0, Flags=.p.....T"
"2154","97.925231","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2155","97.928309","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","122","QoS Data, SN=179, FN=0, Flags=.p.....T"
"2156","97.928303","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2157","97.928309","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","122","QoS Data, SN=180, FN=0, Flags=.p.....T"
"2158","97.928303","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2159","97.928309","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","122","QoS Data, SN=181, FN=0, Flags=.p.....T"
"2160","97.928303","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2161","97.928821","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","134","QoS Data, SN=182, FN=0, Flags=.p.....T"
"2162","97.928815","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2163","97.928821","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","134","QoS Data, SN=183, FN=0, Flags=.p.....T"
"2164","97.928815","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2165","97.928821","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","122","QoS Data, SN=184, FN=0, Flags=.p.....T"
"2166","97.928815","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2167","97.928821","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","122","QoS Data, SN=185, FN=0, Flags=.p.....T"
"2168","97.928815","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2169","98.500281","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=891, FN=0, Flags=.......T"
"2170","98.500260","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2171","98.503352","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=892, FN=0, Flags=...P...T"
"2172","98.503333","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2173","98.520228","fa:d8:66:5d:ab:75","IPv6mcast_ff:8a:1f:01","802.11","120","Data, SN=1622, FN=0, Flags=.p....F."
"2174","98.535587","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2175","98.578104","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=894, FN=0, Flags=...P...T"
"2176","98.581155","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2177","98.770086","","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","10","Acknowledgement, Flags=........"
"2178","98.770093","","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (RA)","802.11","10","Acknowledgement, Flags=........"
"2179","98.770094","","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (RA)","802.11","10","Acknowledgement, Flags=........"
"2180","98.770089","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (TA)","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","16","Request-to-send, Flags=........"
"2181","98.770094","","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (RA)","802.11","10","Clear-to-send, Flags=........"
"2182","98.770094","AzureWav_67:70:77 (80:91:33:67:70:77) (TA)","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2183","98.773161","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (TA)","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2184","98.783914","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (TA)","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","16","Request-to-send, Flags=........"
"2185","98.783918","","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (RA)","802.11","10","Clear-to-send, Flags=........"
"2186","98.787502","AzureWav_67:70:77 (80:91:33:67:70:77) (TA)","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2187","98.787498","","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","10","Acknowledgement, Flags=........"
"2188","98.790567","","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","10","Acknowledgement, Flags=........"
"2189","98.812074","","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","10","Acknowledgement, Flags=........"
"2190","98.815145","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (TA)","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","16","Request-to-send, Flags=........"
"2191","98.815150","","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (RA)","802.11","10","Clear-to-send, Flags=........"
"2192","98.815150","AzureWav_67:70:77 (80:91:33:67:70:77) (TA)","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2193","98.824874","","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","10","Acknowledgement, Flags=........"
"2194","98.827947","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (TA)","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","16","Request-to-send, Flags=........"
"2195","98.827949","","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (RA)","802.11","10","Clear-to-send, Flags=........"
"2196","98.827951","AzureWav_67:70:77 (80:91:33:67:70:77) (TA)","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2197","98.839210","","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","10","Acknowledgement, Flags=........"
"2198","98.852519","","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","10","Acknowledgement, Flags=........"
"2199","99.005098","","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (RA)","802.11","10","Clear-to-send, Flags=........"
"2200","99.008141","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (TA)","AzureWav_08:5a:f1 (b4:8c:9d:08:5a:f1) (RA)","802.11","16","Request-to-send, Flags=........"
"2201","99.011752","","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (RA)","802.11","10","Clear-to-send, Flags=........"
"2202","99.151530","","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (RA)","802.11","10","Clear-to-send, Flags=........"
"2203","99.156649","","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (RA)","802.11","10","Clear-to-send, Flags=........"
"2204","99.319528","","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","10","Acknowledgement, Flags=........"
"2205","99.328747","","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","10","Acknowledgement, Flags=........"
"2206","99.332822","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=531, FN=0, Flags=...P...T"
"2207","99.351275","","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","10","Acknowledgement, Flags=........"
"2208","99.971285","","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (RA)","802.11","10","Clear-to-send, Flags=........"
"2209","100.039382","","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (RA)","802.11","10","Clear-to-send, Flags=........"
"2210","100.048597","","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (RA)","802.11","10","Clear-to-send, Flags=........"
"2211","100.065493","","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (RA)","802.11","10","Clear-to-send, Flags=........"
"2212","100.069077","","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (RA)","802.11","10","Clear-to-send, Flags=........"
"2213","100.148949","","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (RA)","802.11","10","Clear-to-send, Flags=........"
"2214","100.712248","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=934, FN=0, Flags=...P...T"
"2215","100.844812","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (TA)","AzureWav_08:5a:f1 (b4:8c:9d:08:5a:f1) (RA)","802.11","16","Request-to-send, Flags=........"
"2216","100.847918","","3e:39:40:0b:1b:2d (3e:39:40:0b:1b:2d) (RA)","802.11","10","Clear-to-send, Flags=........"
"2217","101.144876","","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (RA)","802.11","10","Clear-to-send, Flags=........"
"2218","101.179181","","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (RA)","802.11","10","Clear-to-send, Flags=........"
"2219","101.204268","82:f2:1d:7a:22:fa (82:f2:1d:7a:22:fa) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","16","CF-End (Control-frame), Flags=........"
"2220","101.213496","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=940, FN=0, Flags=...P...T"
"2221","101.217077","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2222","101.333879","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","1186","QoS Data, SN=250, FN=0, Flags=.p.....T"
"2223","101.333879","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2224","101.337463","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","1186","QoS Data, SN=251, FN=0, Flags=.p.....T"
"2225","101.337463","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2226","101.337463","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","434","QoS Data, SN=252, FN=0, Flags=.p.....T"
"2227","101.337463","fa:d8:66:5d:ab:75 (fa:d8:66:5d:ab:75) (TA)","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","28","802.11 Block Ack, Flags=........"
"2228","101.337465","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=941, FN=0, Flags=...P...T"
"2229","101.337462","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2230","101.337465","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=942, FN=0, Flags=...P...T"
"2231","101.337462","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2232","101.368184","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=943, FN=0, Flags=.......T"
"2233","101.371253","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2234","101.416278","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=534, FN=0, Flags=...P...T"
"2235","101.534571","","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","10","Acknowledgement, Flags=........"
"2236","101.567851","","AzureWav_67:70:77 (80:91:33:67:70:77) (RA)","802.11","10","Acknowledgement, Flags=........"
"2237","101.993333","XiaomiCo_ca:54:b1","IPv4mcast_fb","802.11","225","Data, SN=1670, FN=0, Flags=.pm...F."
"2238","102.198645","XiaomiCo_ca:54:b1","IPv4mcast_fb","802.11","225","Data, SN=1674, FN=0, Flags=.pm...F."
"2239","102.203254","XiaomiCo_ca:54:b1","fa:d8:66:5d:ab:75","802.11","26","QoS Null function (No data), SN=950, FN=0, Flags=...P...T"
"2240","102.206325","","XiaomiCo_ca:54:b1 (b4:c4:fc:ca:54:b1) (RA)","802.11","10","Acknowledgement, Flags=........"
"2241","103.616967","","f2:da:f1:4a:18:3d (f2:da:f1:4a:18:3d) (RA)","802.11","10","Acknowledgement, Flags=........"
"2242","104.265267","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=551, FN=0, Flags=...P...T"
"2243","104.268337","","CloudNet_8a:10:fd (30:c9:ab:8a:10:fd) (RA)","802.11","10","Acknowledgement, Flags=........"
"2244","104.317491","CloudNet_8a:10:fd","fa:d8:66:5d:ab:75","802.11","24","Null function (No data), SN=552, FN=0, Flags=...P...T"
